ID_REF	VALUE
7901495	5.03
7901712	3.82
7903026	3
7904867	2.74
7904946	2.74
7905039	3.42
7906233	3.67
7907464	5.86
7907747	3.19
7908155	4.98
7909125	3.87
7909283	9.15
7910676	7.2
7910946	3.05
7911094	3.23
7911108	6.32
7912207	4.81
7912625	3.97
7913799	3.12
7913803	4.23
7914038	4.34
7914139	9.3
7914350	6.67
7914807	3.86
7916075	4.7
7916491	5
7917735	3.22
7917739	4.08
7918153	7.95
7919153	5.41
7919403	5.41
7919574	3.37
7919778	3.89
7920025	7.57
7923003	2.96
7923440	6.74
7924205	3.5
7925126	3.7
7925318	4.22
7925440	5.31
7926383	4.3
7927548	10.49
7927706	6.56
7928328	2.94
7931928	3.08
7932614	4.5
7933088	3.65
7933178	7.16
7935142	5.09
7936282	2.98
7939640	4.44
7942061	5.52
7943734	3.48
7944111	5.14
7945031	3.98
7945728	3.94
7946659	6.08
7947932	3.31
7948033	5.76
7948139	4.3
7948397	5.95
7950030	4.47
7950282	7.42
7951349	5.07
7951435	9.73
7951668	4.5
7952396	5.3
7953761	4.28
7953763	6.62
7954602	6.7
7955421	3.02
7957006	3.52
7957497	3.59
7959572	3.39
7959823	3.55
7959825	4.39
7960359	13.11
7960846	3.82
7960863	7.48
7962248	3.88
7963588	3.97
7964598	4.9
7964629	3.47
7964685	3.47
7964720	2.82
7965842	8.9
7966425	4.64
7967032	6.8
7968252	7.16
7968970	3.74
7970945	3.7
7971124	9.9
7971367	3.83
7971903	3.03
7972414	4.62
7972709	3.54
7974192	3.26
7974687	3.11
7976152	6.58
7977117	3.67
7978909	7.41
7979131	6.52
7980688	3.38
7981779	3.51
7982935	10.59
7983270	3.46
7983377	3
7983391	3.2
7984188	7.37
7986635	3.58
7987308	3.45
7988342	5.38
7988344	5.04
7988348	2.95
7988412	5.17
7990806	3.06
7992067	6.96
7992131	6.43
7992136	6.83
7992742	3.59
7992841	6.36
7995523	4.32
7999171	5.12
8000614	3.77
8001183	3.01
8001348	5.98
8002027	5.87
8003226	4.87
8003857	7.57
8003889	4.92
8005433	7.88
8005992	2.91
8006081	7.77
8007497	3.4
8007499	3.79
8007501	5.24
8007605	3.36
8009006	4.69
8010186	5.85
8010210	4.03
8012841	5.95
8015796	10.4
8016733	10.41
8020453	4.73
8021013	5.06
8021683	3.34
8022043	8.68
8022174	4.06
8023061	6.55
8023547	3.26
8023644	3.91
8023755	3.72
8027266	4.46
8027429	8.13
8027437	7.13
8028002	6.06
8029278	5.37
8030826	4.9
8035787	4.08
8035859	6.68
8036170	5.81
8036172	7.09
8036557	12.02
8040336	4.06
8041636	4.97
8042460	3.36
8043022	5.55
8043024	3.06
8048108	7.96
8049073	11.58
8049235	3.88
8052303	3.12
8052592	4.66
8053404	2.96
8055137	4.93
8055309	7.49
8057032	3.16
8057561	10.64
8058145	3.34
8061068	4.47
8061092	4.47
8061881	6.75
8063349	4.3
8063549	7.72
8065163	3.22
8065198	3.11
8065332	5.41
8065990	3.89
8066273	4.89
8066528	6.38
8067948	5.45
8068020	4.67
8068610	6.32
8068733	3.92
8069206	4.03
8070871	4.68
8070930	6.4
8071202	3.33
8072775	4.77
8074059	4.98
8075308	3.64
8075776	5.4
8077351	7.55
8078185	5.47
8078384	3.38
8079151	6.45
8079588	3.98
8082795	5.85
8083061	5.76
8085768	5.9
8086370	2.93
8086515	4.04
8088476	3.42
8090662	7.02
8091118	5.24
8091186	3.3
8091239	3.88
8093035	6.49
8093037	4.27
8094355	6.1
8094686	5.06
8094986	4.4
8095159	8.57
8095758	8.98
8096413	3.69
8096531	3.38
8097285	3.55
8097447	7.34
8097936	7.71
8098004	2.96
8098463	3.73
8099140	3.18
8099922	7.51
8100123	2.89
8100290	3.49
8100454	3.66
8101778	5.9
8103849	3.01
8104129	6.16
8104659	3.49
8105061	10.17
8105300	6.18
8105321	7.38
8108433	4.52
8109595	5.96
8109661	3.71
8112018	8.4
8112609	5.1
8112855	3.26
8114898	6.51
8115010	3.24
8115873	6
8116346	5.95
8119076	6.76
8119856	3.44
8121142	3.6
8121269	6.8
8121330	6.21
8121332	3.22
8121483	4.77
8123712	4.33
8124329	4.34
8124846	4.85
8125443	4.7
8125445	4.47
8126033	6.68
8126358	4.59
8126627	5.47
8127107	6.11
8127143	3.88
8127688	2.96
8127690	6.02
8130183	3.75
8131867	7.79
8132501	6.51
8134345	3.39
8135214	3.48
8137040	4.35
8137466	5.37
8138084	5.64
8139017	3.47
8140166	6.02
8140168	4.45
8140855	2.99
8142876	4.59
8145795	7.76
8146322	4.21
8146328	6.37
8146754	3.8
8147047	3.96
8148461	4.66
8150087	10.05
8151213	3.93
8152626	7.81
8152922	3.01
8154361	3.3
8154763	7.26
8155881	2.92
8156110	4.01
8156579	5.68
8156969	3.12
8157485	3.36
8157605	9.81
8157888	4.33
8158511	4.08
8158910	7.05
8161421	7.57
8161646	3.19
8162823	6.52
8164129	7.41
8166583	3.62
8167161	5.6
8168735	3.31
8169638	6.68
8170230	4.21
8171881	3.01
8172270	9.49
8173164	5.16
8173522	5.27
8173627	5.57
8174494	3.14
8176469	4.27
8176779	5.37
8176947	3.49
8177116	5.46
8177118	4.96
8177387	3.49
7981730	8.41
8139460	7.25
8140739	7.27
8101322	7.77
8130827	6.38
8130824	6.37
8140269	10.08
8140258	10.17
8113103	7.31
8163666	4.95
8085122	6.39
8021152	6.47
8168727	5.72
7945734	6.72
8094542	5.72
7931824	5.86
8135015	6.08
8143766	8.07
8006779	7.11
7904965	8.64
8107321	9.13
8071357	6.45
8076561	7.51
8074591	4.94
8074769	4.48
8071981	7.98
7978056	6.12
8138592	7.88
8169235	5.3
8024888	6.09
8012958	6.96
8152865	6.75
8103644	4.75
8105318	4.69
8043433	8.74
8165669	12.84
7970828	6.47
7944601	5.09
8101501	5.2
8008564	7.53
8068578	5.66
7991106	6.46
7985560	5.9
7985416	5.78
7985457	5.78
7985688	5.78
7990941	5.78
8106350	4.37
8029624	6.69
8030939	4.76
7902072	4.46
8069868	5.39
8146527	4.68
7969576	7.46
7926677	8.05
8084704	7.65
7948211	7.3
7986603	3.66
7949015	7.95
7949410	12.47
7905496	5.89
7913663	5.39
8075691	13.23
8105432	13.22
8178324	6.19
8001104	6.8
8029669	4.37
8068494	7.26
8050844	5.67
8057554	11.32
8108627	3.68
8144082	6.17
7956522	6.16
8113421	6.2
8114270	7.56
8094154	6.49
8121130	6
8054393	5.7
8042827	4.97
8095005	5.86
8121596	7.83
8116128	6.61
8083463	4.84
8168432	9.57
8031499	7.34
8161000	5.87
7933632	5.51
8002102	6.29
8117161	4.25
7999356	7.95
8126705	6.37
8082236	5.46
8123714	7.99
8104731	6.48
8160020	4.92
8008868	5.19
7956419	7.11
8019517	6.06
7935863	6.58
7989220	4.54
8104066	4.84
8066275	7.29
8081254	6.16
8020321	6.38
7910096	6.24
8154727	7.43
8076493	6.14
8152938	6.26
8122334	7.85
7949075	11.79
7901314	6.87
7968514	5.62
8050654	3.54
8002967	6.49
8171537	4.87
8083935	6.34
7922295	3.44
8148465	5.48
7974619	8.58
8169361	8.19
7991465	7.46
8149809	6.11
7962557	6.38
8112607	6.25
7960259	8.5
7993369	6.65
8004802	7.42
7935359	7.73
8049825	7.47
7995379	10.89
8109593	6.04
8165888	6.25
7949744	5.76
8043745	6.54
7952735	4.3
7927597	7.82
7963575	11.89
8132705	4.88
7901340	5.69
7956987	5.66
8021147	11.15
8009474	3.69
7974245	6.27
8113276	3.01
7927265	2.98
8057559	3.36
7927595	7.45
8093974	5.02
7964868	8.77
7967896	7.15
8055911	6.51
7953977	8.66
7934706	7.74
7934717	7.74
8130626	6.64
8162490	10.9
8020382	8.6
8123985	11.39
7979959	4.7
8055672	11.11
7979802	4.13
7935776	13.09
7980309	12.25
8088468	5.34
8007548	7.67
7943347	7.73
7937940	4.81
8048022	5.24
7958948	8.19
7975386	5.86
7975626	7.97
8135031	6.78
8001402	8.41
8147019	9.51
8001924	9.05
8026541	8.25
8005501	10.35
8164196	5.53
7940026	3.86
8167428	5.78
8060526	5.7
7896983	5.95
8164153	6.15
8098940	5.12
8106818	6.23
8034199	6.8
7969143	6.98
8065242	6.39
8105495	5.01
7976239	7.11
8067380	6.61
7914994	3.93
7904478	6.73
8071049	6.21
8071713	6.76
8145766	6.75
7991395	5.22
7977592	5.63
8176336	7.15
7925170	6.04
8142763	6.72
8083025	5.41
8002987	10.12
7985266	6.03
7993110	4.61
8116662	4.27
8031840	4.69
7990636	6.34
8128936	4.79
8144503	5.19
8085287	11.41
8003056	7.34
8099807	10.01
8163892	6.21
8148463	5.18
8132513	5.58
8113124	8.07
8159984	7.53
8132399	9.56
7950140	7.08
8052594	5.59
7966441	8.32
8063444	8.57
8055016	7.13
8080847	8.45
7950883	5.89
8100756	5.13
8100754	6.06
7916018	4.72
7915951	4.04
8045341	6.54
8164008	6.49
7904429	6.58
7956876	11.9
8091712	4.74
7914500	6.3
8010560	5.4
7967025	6.88
7999384	6.05
8065363	6.39
8065120	5.8
8112998	4.92
8016232	6.55
7905589	8.65
7942998	7.49
7916568	6.61
7916566	4.25
8123981	6.18
8112306	3.57
8071642	6.51
7906017	7.25
7960878	6.72
8010963	6.2
7939374	7.39
8039975	4.09
8125527	5.36
8178882	5.36
8180076	5.36
8136179	7.38
8136177	9.7
8077815	7.38
8069998	10.21
7979870	6.07
7911343	13.34
8165703	13.34
8173912	8.72
7972973	6.9
8028190	6.26
8162247	7.55
7908730	4.57
7908728	6.08
8146427	9.67
8031837	8.3
8068046	5.74
8067965	4.78
7981326	7.12
8071084	6.07
