ID_REF	VALUE
7901495	4.85
7901712	3.81
7903026	3.07
7904867	2.58
7904946	2.58
7905039	2.84
7906233	4.13
7907464	6.1
7907747	3.06
7908155	4.52
7909125	3.49
7909283	11
7910676	7.41
7910946	2.93
7911094	3.03
7911108	6.22
7912207	4.67
7912625	3.49
7913799	3.07
7913803	4.58
7914038	4.41
7914139	9.32
7914350	6.58
7914807	3.66
7916075	4.57
7916491	5.55
7917735	3.17
7917739	5.66
7918153	7.9
7919153	4.62
7919403	4.62
7919574	3.53
7919778	4.47
7920025	7.43
7923003	2.98
7923440	7.23
7924205	3.2
7925126	3.4
7925318	4.63
7925440	5.16
7926383	4.37
7927548	10.65
7927706	7.27
7928328	2.95
7931928	2.81
7932614	3.87
7933088	3.57
7933178	8.01
7935142	5.03
7936282	3.11
7939640	4.35
7942061	6.17
7943734	3.48
7944111	4.68
7945031	4.8
7945728	4.29
7946659	5.47
7947932	3.38
7948033	5.67
7948139	3.85
7948397	5.42
7950030	4.79
7950282	7.4
7951349	5.28
7951435	9.96
7951668	4.02
7952396	5.15
7953761	4.19
7953763	6.46
7954602	6.55
7955421	3.3
7957006	3.72
7957497	3.39
7959572	3.67
7959823	3.1
7959825	4.43
7960359	12.92
7960846	3.88
7960863	7.38
7962248	3.91
7963588	4.35
7964598	5.14
7964629	3.57
7964685	3.72
7964720	3.03
7965842	9.31
7966425	5.93
7967032	6.77
7968252	6.96
7968970	3.37
7970945	3.43
7971124	10.41
7971367	4.78
7971903	3
7972414	4.72
7972709	4.08
7974192	3.28
7974687	2.7
7976152	6.06
7977117	3.46
7978909	7.46
7979131	6.58
7980688	3.67
7981779	3.66
7982935	10.82
7983270	3.58
7983377	3.26
7983391	3.12
7984188	7.33
7986635	3.51
7987308	3.2
7988342	3.57
7988344	5
7988348	3.42
7988412	5.18
7990806	2.86
7992067	6.73
7992131	6.09
7992136	6.78
7992742	3.58
7992841	5.49
7995523	5.17
7999171	5.49
8000614	3.77
8001183	3.2
8001348	5.75
8002027	6.01
8003226	5.08
8003857	7.73
8003889	5.06
8005433	7.36
8005992	2.94
8006081	7.67
8007497	3.22
8007499	3.9
8007501	5.13
8007605	3.84
8009006	4.9
8010186	5.29
8010210	4.1
8012841	5.82
8015796	8.88
8016733	10.19
8020453	4.57
8021013	5.38
8021683	3.14
8022043	8.45
8022174	4.26
8023061	6.49
8023547	2.86
8023644	3.46
8023755	4.07
8027266	4.42
8027429	8.45
8027437	6.56
8028002	6.33
8029278	5.6
8030826	4.52
8035787	3.82
8035859	6.57
8036170	5.53
8036172	7.08
8036557	11.59
8040336	4.06
8041636	5.72
8042460	3.14
8043022	5.12
8043024	3.23
8048108	7.48
8049073	11.41
8049235	3.64
8052303	3.11
8052592	5
8053404	2.93
8055137	4.75
8055309	7.66
8057032	3.12
8057561	10.97
8058145	3.7
8061068	4.5
8061092	4.06
8061881	6.53
8063349	4.43
8063549	7.61
8065163	3.17
8065198	3.04
8065332	5.19
8065990	4.43
8066273	4.72
8066528	7.07
8067948	5.28
8068020	4.75
8068610	6.34
8068733	3.29
8069206	4.46
8070871	4.35
8070930	6.59
8071202	3.84
8072775	4.53
8074059	4.85
8075308	3.72
8075776	4.99
8077351	6.84
8078185	5.18
8078384	3.23
8079151	7.34
8079588	3.78
8082795	6.06
8083061	4.6
8085768	6
8086370	2.92
8086515	3.88
8088476	5
8090662	7.39
8091118	5.34
8091186	3.49
8091239	4.32
8093035	6.6
8093037	4.98
8094355	5.72
8094686	4.59
8094986	4.45
8095159	8.36
8095758	9.05
8096413	3.85
8096531	3.35
8097285	3.14
8097447	6.74
8097936	7.52
8098004	2.94
8098463	3.8
8099140	3.33
8099922	8.51
8100123	2.93
8100290	3.77
8100454	3.59
8101778	5.95
8103849	3.06
8104129	6.12
8104659	3.45
8105061	8.04
8105300	6.4
8105321	7.36
8108433	4.97
8109595	5.62
8109661	3.66
8112018	8.88
8112609	5.66
8112855	3.27
8114898	5.53
8115010	3
8115873	5.55
8116346	6.08
8119076	6.85
8119856	3.44
8121142	3.15
8121269	6.44
8121330	5.86
8121332	3.38
8121483	5.27
8123712	3.71
8124329	4.5
8124846	5.6
8125443	4.79
8125445	4.64
8126033	5.78
8126358	4.68
8126627	5.74
8127107	6.54
8127143	3.87
8127688	2.92
8127690	5.29
8130183	3.91
8131867	9.87
8132501	7.16
8134345	3.14
8135214	3.5
8137040	4.02
8137466	4.95
8138084	7.2
8139017	3.87
8140166	6.6
8140168	4.04
8140855	2.97
8142876	4.56
8145795	7.35
8146322	4
8146328	6.99
8146754	3.65
8147047	4.04
8148461	4.11
8150087	9.65
8151213	4.52
8152626	7.55
8152922	3.02
8154361	2.97
8154763	6.74
8155881	2.83
8156110	3.95
8156579	5.51
8156969	3.56
8157485	3.53
8157605	9.68
8157888	4.07
8158511	4.29
8158910	6.53
8161421	7.39
8161646	3.01
8162823	6.32
8164129	6.36
8166583	3.55
8167161	5.35
8168735	3.5
8169638	6.06
8170230	4.67
8171881	3.09
8172270	9.25
8173164	5.3
8173522	5.07
8173627	7.28
8174494	2.75
8176469	5.63
8176779	5.58
8176947	3.57
8177116	5.15
8177118	4.64
8177387	3.57
7981730	9.53
8139460	7.06
8140739	7.03
8101322	6.8
8130827	6.31
8130824	6.13
8140269	10
8140258	10.14
8113103	7.03
8163666	4.59
8085122	6.23
8021152	5.4
8168727	6.14
7945734	6.5
8094542	5.36
7931824	5.12
8135015	5.7
8143766	7.53
8006779	6.41
7904965	8.07
8107321	8.71
8071357	6.58
8076561	7.23
8074591	5.54
8074769	5.08
8071981	8.17
7978056	6.02
8138592	7.82
8169235	5.14
8024888	5.94
8012958	7.36
8152865	7.44
8103644	4.64
8105318	5.18
8043433	9.19
8165669	12.98
7970828	6.85
7944601	5.45
8101501	5.08
8008564	7.29
8068578	5.51
7991106	7.04
7985560	5.73
7985416	5.93
7985457	5.93
7985688	5.93
7990941	5.93
8106350	4.85
8029624	6.52
8030939	4.6
7902072	3.89
8069868	5.25
8146527	4.65
7969576	7.18
7926677	8.34
8084704	7.53
7948211	7.24
7986603	4.22
7949015	7.7
7949410	12.71
7905496	10.37
7913663	5.48
8075691	13.21
8105432	13.2
8178324	5.78
8001104	7.6
8029669	4.21
8068494	7.14
8050844	5.79
8057554	11.2
8108627	3.66
8144082	6.31
7956522	6.2
8113421	5.57
8114270	7.53
8094154	6.64
8121130	6.61
8054393	6.21
8042827	5
8095005	6.51
8121596	7.27
8116128	6.41
8083463	5.02
8168432	9.8
8031499	7.25
8161000	6.33
7933632	5.45
8002102	7.69
8117161	4.37
7999356	7.86
8126705	6.14
8082236	5.6
8123714	8.39
8104731	6.34
8160020	4.95
8008868	5.13
7956419	7.77
8019517	6.54
7935863	6.47
7989220	4.51
8104066	4.51
8066275	7.27
8081254	5.89
8020321	6.15
7910096	6.06
8154727	7.23
8076493	6.38
8152938	6.24
8122334	9.35
7949075	11.81
7901314	6.46
7968514	5.31
8050654	3.44
8002967	6.46
8171537	5.07
