ID_REF	VALUE
7901495	4.27
7901712	3.91
7903026	3.08
7904867	2.79
7904946	2.79
7905039	2.98
7906233	3.67
7907464	5.58
7907747	2.94
7908155	4.25
7909125	3.91
7909283	10.97
7910676	7.2
7910946	2.86
7911094	3.01
7911108	5.95
7912207	4.96
7912625	3.11
7913799	3.08
7913803	4.68
7914038	4.25
7914139	9.79
7914350	6.1
7914807	4.17
7916075	4.07
7916491	5.47
7917735	3
7917739	5.4
7918153	7.81
7919153	4.63
7919403	4.63
7919574	3.29
7919778	3.6
7920025	7.28
7923003	3.01
7923440	7.08
7924205	3.35
7925126	3.49
7925318	5.14
7925440	4.98
7926383	4.42
7927548	10.88
7927706	6.94
7928328	2.8
7931928	4.24
7932614	3.68
7933088	3.49
7933178	7.59
7935142	5.07
7936282	3.13
7939640	4.24
7942061	5.25
7943734	3.46
7944111	4.93
7945031	4.93
7945728	3.69
7946659	5.56
7947932	3.32
7948033	5.63
7948139	3.38
7948397	5.53
7950030	4.38
7950282	7.2
7951349	5.37
7951435	10.36
7951668	4.85
7952396	5.47
7953761	3.91
7953763	6.11
7954602	7.06
7955421	3.2
7957006	4.18
7957497	3.32
7959572	3.62
7959823	3.4
7959825	4.37
7960359	12.77
7960846	3.71
7960863	7.14
7962248	3.78
7963588	3.75
7964598	4.96
7964629	3.68
7964685	3.31
7964720	3.01
7965842	9.15
7966425	5.35
7967032	6.8
7968252	6.79
7968970	3.55
7970945	3.78
7971124	10.09
7971367	3.61
7971903	2.93
7972414	4.72
7972709	3.64
7974192	3.15
7974687	3.03
7976152	7.3
7977117	3.89
7978909	6.87
7979131	8.2
7980688	3.63
7981779	3.3
7982935	10.88
7983270	3.78
7983377	2.89
7983391	3.16
7984188	7.33
7986635	3.4
7987308	3.06
7988342	6.42
7988344	4.81
7988348	4.25
7988412	5.21
7990806	3.3
7992067	6.36
7992131	5.81
7992136	6.54
7992742	3.66
7992841	6.52
7995523	6.46
7999171	5.65
8000614	3.75
8001183	3.17
8001348	5.75
8002027	5.76
8003226	5.12
8003857	7.63
8003889	4.95
8005433	7.31
8005992	2.9
8006081	7.46
8007497	3.54
8007499	3.86
8007501	4.9
8007605	4.59
8009006	5.02
8010186	5.3
8010210	3.75
8012841	5.7
8015796	9.63
8016733	10.14
8020453	4.36
8021013	5.29
8021683	3.43
8022043	8.65
8022174	3.93
8023061	5.86
8023547	2.82
8023644	3.57
8023755	3.86
8027266	4.19
8027429	8.36
8027437	7.03
8028002	6.97
8029278	6.36
8030826	4.7
8035787	3.91
8035859	6.68
8036170	5.47
8036172	7.1
8036557	11.81
8040336	4.17
8041636	5.56
8042460	3.52
8043022	5.09
8043024	3.07
8048108	7.62
8049073	11.46
8049235	3.54
8052303	2.98
8052592	5
8053404	2.81
8055137	5.28
8055309	7.66
8057032	3.04
8057561	11.1
8058145	3.49
8061068	4.16
8061092	4.02
8061881	6.54
8063349	4.24
8063549	7.59
8065163	3
8065198	3.02
8065332	5.45
8065990	4.49
8066273	4.65
8066528	7.07
8067948	4.87
8068020	4.53
8068610	6.69
8068733	4.11
8069206	3.63
8070871	4.21
8070930	6.05
8071202	3.47
8072775	5.19
8074059	5.3
8075308	3.67
8075776	5.07
8077351	6.83
8078185	4.98
8078384	3.63
8079151	6.97
8079588	4.28
8082795	5.22
8083061	4.6
8085768	5.97
8086370	2.93
8086515	3.88
8088476	3.75
8090662	7.15
8091118	5.12
8091186	3.18
8091239	2.75
8093035	6.4
8093037	4.32
8094355	5.21
8094686	5.23
8094986	4.24
8095159	8.54
8095758	9.46
8096413	3.71
8096531	3.4
8097285	3.77
8097447	7.1
8097936	7.4
8098004	2.95
8098463	4.02
8099140	3.51
8099922	8.1
8100123	2.83
8100290	3.37
8100454	3.17
8101778	6.31
8103849	3.14
8104129	5.95
8104659	3.48
8105061	10.55
8105300	7.38
8105321	7.29
8108433	4.41
8109595	5.8
8109661	3.36
8112018	9.23
8112609	6.02
8112855	3.62
8114898	5.59
8115010	3.1
8115873	5.81
8116346	6.47
8119076	7.45
8119856	3.76
8121142	3.32
8121269	6.78
8121330	5.8
8121332	3.2
8121483	4.75
8123712	4.01
8124329	4.3
8124846	4.27
8125443	4.75
8125445	3.73
8126033	5.89
8126358	4.59
8126627	6.35
8127107	6.99
8127143	3.93
8127688	2.96
8127690	5.17
8130183	3.82
8131867	7.83
8132501	7.31
8134345	3.22
8135214	3.36
8137040	3.56
