ID_REF	VALUE
7901495	4.4
7901712	4.07
7903026	3.1
7904867	3.06
7904946	3.06
7905039	3.38
7906233	3.18
7907464	5.89
7907747	2.88
7908155	4.84
7909125	3.81
7909283	10.12
7910676	7.42
7910946	3.08
7911094	3.05
7911108	6.14
7912207	4.87
7912625	3.67
7913799	3.05
7913803	4.36
7914038	4.16
7914139	8.97
7914350	6.42
7914807	4.19
7916075	5.58
7916491	4.92
7917735	2.81
7917739	5.82
7918153	7.82
7919153	4.38
7919403	4.38
7919574	3.19
7919778	3.31
7920025	7.22
7923003	2.96
7923440	5.66
7924205	3.64
7925126	3.7
7925318	4.55
7925440	4.97
7926383	4.13
7927548	10.29
7927706	6.21
7928328	2.71
7931928	3.05
7932614	4.09
7933088	3.5
7933178	7.4
7935142	5.43
7936282	2.88
7939640	4.45
7942061	5.32
7943734	3.33
7944111	4.67
7945031	4.55
7945728	3.57
7946659	5.39
7947932	3.45
7948033	5.89
7948139	3.81
7948397	5.73
7950030	4.41
7950282	7.38
7951349	5.45
7951435	9.42
7951668	4.3
7952396	5.13
7953761	4.05
7953763	6.4
7954602	8.39
7955421	3.4
7957006	3.87
7957497	3.53
7959572	4.22
7959823	3.06
7959825	4.36
7960359	13.06
7960846	3.9
7960863	7.23
7962248	3.39
7963588	4.1
7964598	4.81
7964629	3.63
7964685	3.21
7964720	2.95
7965842	9.17
7966425	6.53
7967032	6.81
7968252	6.92
7968970	3.8
7970945	3.63
7971124	10.05
7971367	3.6
7971903	3.05
7972414	4.52
7972709	3.6
7974192	2.99
7974687	2.63
7976152	7.26
7977117	4.58
7978909	7.01
7979131	8.46
7980688	3.25
7981779	3.04
7982935	10.56
7983270	3.22
7983377	2.9
7983391	3.2
7984188	7.69
7986635	3.43
7987308	3.11
7988342	5.52
7988344	4.83
7988348	3.07
7988412	4.88
7990806	2.67
7992067	6.29
7992131	5.55
7992136	6.48
7992742	3.4
7992841	7.06
7995523	5.78
7999171	5.1
8000614	3.74
8001183	3.06
8001348	5.98
8002027	5.64
8003226	4.87
8003857	7.97
8003889	4.82
8005433	7.15
8005992	3.14
8006081	7.98
8007497	3.3
8007499	3.7
8007501	4.71
8007605	3.52
8009006	4.73
8010186	5.3
8010210	3.51
8012841	6.37
8015796	9.28
8016733	10.15
8020453	4.65
8021013	5.53
8021683	3.22
8022043	8.23
8022174	4.11
8023061	6.54
8023547	3.32
8023644	3.42
8023755	4.77
8027266	4.34
8027429	8.88
8027437	6.16
8028002	5.97
8029278	4.49
8030826	4.58
8035787	4.46
8035859	6.5
8036170	5.39
8036172	6.94
8036557	11.55
8040336	4.02
8041636	5.02
8042460	3.29
8043022	5.04
8043024	3.31
8048108	7.89
8049073	11.02
8049235	3.95
8052303	3.12
8052592	5.01
8053404	2.94
8055137	4.77
8055309	7.44
8057032	3.2
8057561	10.95
8058145	3.38
8061068	4.23
8061092	4.46
8061881	6.46
8063349	4.48
8063549	7.57
8065163	2.96
8065198	3.08
8065332	5.35
8065990	5.81
8066273	4.6
8066528	7.08
8067948	5.22
8068020	4.21
8068610	6.84
8068733	3.56
8069206	3.84
8070871	4.55
8070930	6.13
8071202	3.57
8072775	3.38
8074059	4.85
8075308	3.15
8075776	5.32
8077351	6.94
8078185	4.83
8078384	4.09
8079151	5.94
8079588	3.94
8082795	6.21
8083061	4.8
8085768	5.97
8086370	2.98
8086515	3.68
8088476	3.53
8090662	7.52
8091118	5.4
8091186	3.38
8091239	3.52
8093035	6.34
8093037	4.62
8094355	5.8
8094686	4.86
8094986	3.8
8095159	8.33
