ID_REF	VALUE
7901495	4.2
7901712	4.04
7903026	2.98
7904867	2.6
7904946	2.6
7905039	3.73
7906233	4.26
7907464	5.92
7907747	3.21
7908155	4.54
7909125	3.84
7909283	9.34
7910676	6.94
7910946	2.99
7911094	3.01
7911108	6.32
7912207	4.77
7912625	3.95
7913799	3.22
7913803	3.71
7914038	4.47
7914139	8.66
7914350	6.8
7914807	3.32
7916075	4.96
7916491	5.86
7917735	3
7917739	4.91
7918153	7.52
7919153	4.79
7919403	4.79
7919574	3.39
7919778	3.27
7920025	7.66
7923003	2.77
7923440	7.07
7924205	3.62
7925126	3.66
7925318	5.24
7925440	5.36
7926383	4.34
7927548	9.81
7927706	7.1
7928328	2.53
7931928	3.09
7932614	3.92
7933088	3.57
7933178	7.63
7935142	5.49
7936282	2.85
7939640	4.39
7942061	5.32
7943734	3.54
7944111	5.04
7945031	4.5
7945728	4.22
7946659	5.79
7947932	3.47
7948033	6.25
7948139	3.53
7948397	4.91
7950030	4.84
7950282	7.82
7951349	5.41
7951435	8.72
7951668	4.29
7952396	5.46
7953761	4.18
7953763	6.83
7954602	7.11
7955421	3.04
7957006	3.69
7957497	3.4
7959572	3.12
7959823	3.7
7959825	4.56
7960359	12.8
7960846	3.77
7960863	7.11
7962248	3.87
7963588	3.51
7964598	4.82
7964629	3.78
7964685	3.41
7964720	2.86
7965842	9.5
7966425	5.49
7967032	6.72
7968252	7.53
7968970	4.05
7970945	3.29
7971124	9.5
7971367	3.5
7971903	2.81
7972414	4.76
7972709	3.74
7974192	3.12
7974687	2.65
7976152	6.53
7977117	3.73
7978909	7.34
7979131	6.37
7980688	3.69
7981779	3.57
7982935	9.68
7983270	3.61
7983377	2.84
7983391	3.14
7984188	7.98
7986635	3.62
7987308	3.14
7988342	4.58
7988344	4.62
7988348	3.17
7988412	5.32
7990806	3.02
7992067	6.9
7992131	6.25
7992136	7.02
7992742	4.1
7992841	6.7
7995523	4.44
7999171	4.92
8000614	3.97
8001183	3.19
8001348	5.74
8002027	5.97
8003226	5.03
8003857	8.35
8003889	4.4
8005433	8.16
8005992	2.82
8006081	7.9
8007497	3.32
8007499	4.02
8007501	4.63
8007605	3.18
8009006	4.62
8010186	6.14
8010210	3.76
8012841	6.26
8015796	6.57
8016733	10.48
8020453	4.07
8021013	5.53
8021683	3.08
8022043	9.2
8022174	4.35
8023061	6.3
8023547	2.85
8023644	3.51
8023755	4
8027266	4.35
8027429	8.56
8027437	7.21
8028002	5.86
8029278	4.8
8030826	5.19
8035787	3.76
8035859	6.71
8036170	6.29
8036172	7.61
8036557	11.15
8040336	3.84
8041636	4.98
8042460	3.14
8043022	5.83
8043024	3.05
8048108	8.2
8049073	11.2
8049235	3.71
8052303	3.09
8052592	4.77
8053404	2.75
8055137	5.25
8055309	7.56
8057032	3.3
8057561	10.46
8058145	3.3
8061068	4.35
8061092	4.36
8061881	7.11
8063349	4.32
8063549	8.05
8065163	3.18
8065198	2.99
8065332	5.69
8065990	4.1
8066273	5.04
8066528	6.66
8067948	5.16
8068020	4.64
8068610	5.8
8068733	4.1
8069206	3.65
8070871	4.54
8070930	6.43
8071202	3.55
8072775	3.82
8074059	5.41
8075308	3.23
8075776	5.29
8077351	7.26
8078185	5.29
8078384	3.29
8079151	6.42
8079588	3.76
8082795	5.35
8083061	5.09
8085768	5.64
8086370	2.78
8086515	3.58
8088476	3.92
8090662	7.15
8091118	5.1
8091186	3.24
8091239	3.31
8093035	6.72
8093037	4.18
8094355	6.39
8094686	4.72
8094986	4.72
8095159	7.83
8095758	8.36
8096413	3.88
8096531	3.4
8097285	3.78
8097447	7.27
8097936	7.77
8098004	2.79
8098463	3.75
8099140	3.48
8099922	7.82
8100123	2.98
8100290	3.15
8100454	3.32
8101778	6.02
8103849	3.2
8104129	6.14
8104659	3.29
8105061	10.82
8105300	6.4
8105321	7.42
8108433	4.84
8109595	5.87
8109661	3.76
8112018	8.66
8112609	5.86
8112855	3.14
8114898	6.42
8115010	2.94
8115873	5.78
8116346	6.09
8119076	5.84
8119856	3.39
8121142	3.36
8121269	6.89
8121330	6.38
8121332	2.78
8121483	4.61
8123712	4.22
8124329	4.14
8124846	4.09
8125443	5.35
8125445	4.58
8126033	6.18
8126358	4.93
8126627	5.27
8127107	5.98
8127143	4.03
8127688	2.75
8127690	5.94
8130183	3.73
8131867	7.76
8132501	6.9
8134345	3.45
8135214	3.36
8137040	3.82
8137466	4.8
8138084	5.77
8139017	3.54
8140166	6.32
8140168	4.42
8140855	3.04
8142876	4.82
8145795	7.95
8146322	4.14
8146328	6.79
8146754	3.74
8147047	4.46
8148461	4.7
8150087	10.24
8151213	3.39
8152626	8.04
8152922	2.97
8154361	2.96
8154763	7.78
8155881	2.92
8156110	4.18
8156579	5.65
8156969	3.17
8157485	3.42
8157605	10.3
