ID_REF	VALUE
7901495	4.62
7901712	4.19
7903026	3.01
7904867	2.73
7904946	2.73
7905039	2.77
7906233	5.64
7907464	5.92
7907747	3.16
7908155	4.93
7909125	3.84
7909283	9.89
7910676	6.99
7910946	3.01
7911094	3.04
7911108	6.52
7912207	4.77
7912625	4.16
7913799	3.25
7913803	3.95
7914038	4.24
7914139	8.96
7914350	7.01
7914807	4.4
7916075	5.46
7916491	5.65
7917735	3.11
7917739	4.8
7918153	7.54
7919153	4.89
7919403	4.89
7919574	3.53
7919778	3.54
7920025	7.73
7923003	2.92
7923440	7.16
7924205	3.25
7925126	3.63
7925318	4.71
7925440	5.23
7926383	4.41
7927548	10.12
7927706	6.44
7928328	2.55
7931928	2.98
7932614	3.69
7933088	3.58
7933178	7.42
7935142	5.4
7936282	2.84
7939640	4.44
7942061	6.01
7943734	3.53
7944111	5.19
7945031	5.17
7945728	4.15
7946659	5.93
7947932	3.31
7948033	5.78
7948139	3.79
7948397	5.49
7950030	4.82
7950282	7.5
7951349	5.7
7951435	9.27
7951668	4.73
7952396	6.05
7953761	4.22
7953763	6.96
7954602	6.36
7955421	3.46
7957006	3.49
7957497	3.49
7959572	3.77
7959823	3.25
7959825	4.37
7960359	12.78
7960846	4.03
7960863	7.27
7962248	4.08
7963588	4.22
7964598	4.87
7964629	3.52
7964685	3.44
7964720	2.89
7965842	9.29
7966425	4.85
7967032	6.38
7968252	7.52
7968970	3.85
7970945	3.36
7971124	9.82
7971367	3.27
7971903	2.89
7972414	4.77
7972709	4.12
7974192	3.19
7974687	3.41
7976152	5.35
7977117	3.52
7978909	7.78
7979131	4.99
7980688	3.43
7981779	3.82
7982935	10.14
7983270	3.48
7983377	2.88
7983391	3.06
7984188	7.33
7986635	3.4
7987308	3.02
7988342	4.15
7988344	5.34
7988348	3.09
7988412	5.41
7990806	3.16
7992067	7.11
7992131	6.31
7992136	7.07
7992742	3.91
7992841	6.32
7995523	5.77
7999171	5.39
8000614	3.9
8001183	2.99
8001348	5.9
8002027	5.97
8003226	4.62
8003857	7.45
8003889	5.26
8005433	7.78
8005992	2.94
8006081	8.02
8007497	3.17
8007499	4.03
8007501	4.47
8007605	3.19
8009006	4.82
8010186	6.38
8010210	3.86
8012841	5.4
8015796	9.04
8016733	10.26
8020453	4.83
8021013	4.99
8021683	3.3
8022043	9.05
8022174	4.22
8023061	6.51
8023547	3.19
8023644	3.47
8023755	2.95
8027266	4.45
8027429	8.44
8027437	7.38
