ID_REF	VALUE
7901495	4.62
7901712	3.91
7903026	3.04
7904867	2.82
7904946	2.82
7905039	3.01
7906233	3.85
7907464	5.83
7907747	3.06
7908155	4.74
7909125	3.87
7909283	9.11
7910676	7.1
7910946	2.99
7911094	2.95
7911108	6.21
7912207	5.16
7912625	3.64
7913799	3.05
7913803	3.79
7914038	4.45
7914139	9.32
7914350	6.64
7914807	3.8
7916075	4.55
7916491	5.14
7917735	3.1
7917739	4.74
7918153	7.78
7919153	4.77
7919403	4.77
7919574	3.51
7919778	3.63
7920025	7.48
7923003	2.95
7923440	6.59
7924205	3.95
7925126	3.44
7925318	4.43
7925440	5.25
7926383	4.39
7927548	10.33
7927706	6.77
7928328	2.53
7931928	2.87
7932614	3.93
7933088	3.5
7933178	7.75
7935142	5.5
7936282	3.16
7939640	4.71
7942061	5.75
7943734	3.54
7944111	5.22
7945031	4.82
7945728	4.19
7946659	5.71
7947932	3.12
7948033	5.79
7948139	2.98
7948397	5.7
7950030	4.23
7950282	7.59
7951349	5.34
7951435	9.34
7951668	5.05
7952396	5.07
7953761	3.97
7953763	6.69
7954602	6.84
7955421	3.18
7957006	3.31
7957497	3.54
7959572	3.4
7959823	3.38
7959825	4.68
7960359	13.01
7960846	3.9
7960863	7.02
7962248	3.98
7963588	4.08
7964598	4.56
7964629	3.95
7964685	3.52
7964720	2.98
7965842	9.45
7966425	5.57
7967032	6.56
7968252	7.22
7968970	3.54
7970945	3.51
7971124	10.2
7971367	3.66
7971903	2.73
7972414	4.59
7972709	3.68
7974192	2.97
7974687	2.94
7976152	5.42
7977117	4.35
7978909	8.11
7979131	5.65
7980688	3.65
7981779	3.06
7982935	10.12
7983270	3.48
7983377	2.78
7983391	3.22
7984188	7.52
7986635	3.53
7987308	2.98
7988342	4.02
7988344	4.97
7988348	3.49
7988412	5.23
7990806	3.02
7992067	7.2
7992131	6.18
7992136	7.08
7992742	3.69
7992841	6.63
7995523	6.65
7999171	5.13
8000614	3.82
8001183	2.83
8001348	6.2
8002027	5.96
8003226	4.7
8003857	7.71
8003889	5.35
8005433	7.79
8005992	2.86
8006081	7.81
8007497	3.27
8007499	3.86
8007501	4.8
8007605	3.16
8009006	5.1
8010186	6.21
8010210	3.65
8012841	5.89
8015796	8.59
8016733	10.36
8020453	4.8
8021013	5.06
8021683	3.15
8022043	9.54
8022174	4.18
8023061	6.6
8023547	2.8
8023644	3.5
8023755	4.28
8027266	4.69
8027429	7.97
8027437	7.34
8028002	6.63
8029278	4.71
8030826	5.03
8035787	3.7
8035859	6.66
8036170	5.93
