ID_REF	VALUE
7901495	4.96
7901712	3.95
7903026	3.19
7904867	2.96
7904946	2.96
7905039	2.92
7906233	3.48
7907464	6.16
7907747	3.03
7908155	4.58
7909125	3.62
7909283	11.72
7910676	7.45
7910946	2.98
7911094	3.1
7911108	6.03
7912207	4.7
7912625	3.77
7913799	3.14
7913803	4.87
7914038	4.41
7914139	9.19
7914350	6.62
7914807	4.17
7916075	5.21
7916491	5.82
7917735	3.48
7917739	5.16
7918153	8.03
7919153	4.9
7919403	4.9
7919574	5.02
7919778	3.4
7920025	7.4
7923003	3
7923440	6.3
7924205	3.37
7925126	3.84
7925318	5.85
7925440	5.07
7926383	4.62
7927548	10.59
7927706	7.28
7928328	2.8
7931928	3.34
7932614	4.07
7933088	3.89
7933178	7.9
7935142	5.7
7936282	2.84
7939640	4.69
7942061	5.63
7943734	3.11
7944111	4.89
7945031	5.06
7945728	3.91
7946659	5.56
7947932	3.44
7948033	5.98
7948139	4.06
7948397	5.39
7950030	4.37
7950282	7.42
7951349	5.38
7951435	9.81
7951668	5.21
7952396	5.34
7953761	4.23
7953763	6.72
7954602	6.26
7955421	3.63
7957006	3.54
7957497	3.44
7959572	3.54
7959823	3.17
7959825	4.56
7960359	12.66
7960846	4.06
7960863	7.62
7962248	3.91
7963588	4.45
7964598	4.64
7964629	3.89
7964685	3.49
7964720	3.01
7965842	9.45
7966425	5.85
7967032	6.73
7968252	7.14
7968970	4.22
7970945	3.46
7971124	10.04
7971367	3.96
7971903	3.2
7972414	4.65
7972709	3.58
7974192	3.06
7974687	2.93
7976152	6.12
7977117	3.99
7978909	7.69
7979131	6.31
7980688	3.16
7981779	4.05
7982935	10.77
7983270	3.76
7983377	2.96
7983391	3.27
7984188	7.57
7986635	3.54
7987308	2.92
7988342	5.47
7988344	5.32
7988348	4.25
7988412	5.13
7990806	3.07
7992067	6.71
7992131	5.9
7992136	6.94
7992742	3.23
7992841	6.07
7995523	5.22
7999171	5.61
8000614	3.74
8001183	3.55
8001348	5.94
8002027	5.91
8003226	4.78
8003857	7.24
8003889	7.45
8005433	7.44
8005992	3
8006081	7.26
8007497	3.54
8007499	3.79
8007501	5.34
8007605	4.46
8009006	4.93
8010186	5.09
8010210	3.41
8012841	5.88
8015796	7.76
8016733	10.21
8020453	4.79
8021013	5.45
8021683	3.34
8022043	8.38
8022174	4.16
8023061	6.59
8023547	3.25
8023644	3.72
8023755	3.95
8027266	4.39
8027429	8.9
8027437	6.86
8028002	6.78
8029278	6.09
8030826	4.7
8035787	4.79
8035859	6.92
8036170	5.53
8036172	7.25
8036557	11.75
8040336	4.07
8041636	6.18
8042460	3.45
8043022	5.05
8043024	3.49
8048108	7.54
8049073	11.14
8049235	4.03
8052303	3.06
8052592	5.24
8053404	2.9
8055137	4.62
8055309	7.66
8057032	3.38
8057561	10.92
8058145	3.5
8061068	4.41
8061092	4.36
8061881	6.81
8063349	4.21
8063549	7.57
8065163	3.01
8065198	3.06
8065332	5.27
8065990	4.04
8066273	4.63
8066528	6.87
8067948	5.63
8068020	4.5
8068610	6.91
8068733	3.85
8069206	3.92
8070871	4.3
8070930	6.17
8071202	3.32
8072775	4.64
8074059	5.13
8075308	3.55
8075776	5.36
8077351	7.04
8078185	5.83
8078384	3.83
8079151	7.02
8079588	3.94
8082795	6.39
8083061	4.77
8085768	6.06
8086370	3.05
8086515	3.74
8088476	3.33
8090662	7
8091118	5.3
8091186	3.57
8091239	3.28
8093035	6.62
8093037	4.67
8094355	5.64
8094686	4.84
8094986	3.96
8095159	8.85
8095758	9.38
8096413	3.47
8096531	4.14
8097285	3.5
8097447	6.87
8097936	7.66
8098004	2.92
8098463	3.64
8099140	3.29
8099922	7.74
8100123	3.1
8100290	3.64
8100454	3.96
8101778	5.93
8103849	3.09
8104129	6.65
8104659	3.45
8105061	9.53
8105300	7.02
8105321	7.62
8108433	3.92
8109595	5.74
8109661	3.53
8112018	9.03
8112609	6.18
8112855	4.19
8114898	5.84
8115010	3.03
8115873	6.22
8116346	5.49
8119076	7.46
8119856	3.53
8121142	3.3
8121269	6.62
8121330	5.97
8121332	4.34
8121483	5.48
8123712	4.14
8124329	4.74
8124846	3.87
8125443	4.87
8125445	4.6
8126033	5.84
8126358	4.87
8126627	5.87
8127107	5.92
8127143	3.92
8127688	2.98
8127690	5.73
8130183	3.96
8131867	7.85
8132501	7.32
8134345	3.47
8135214	3.4
8137040	4.58
8137466	5.09
8138084	5.57
8139017	3.79
8140166	5.86
8140168	4.28
8140855	3.32
8142876	4.66
8145795	7.38
8146322	4.03
8146328	6.66
8146754	3.65
8147047	4.01
8148461	4.58
8150087	10.01
8151213	4.63
8152626	8.17
8152922	3.09
8154361	3.15
8154763	7.27
8155881	2.87
8156110	4.15
8156579	5.73
8156969	3.37
8157485	3.52
8157605	9.17
8157888	4.29
8158511	4.22
8158910	6.72
8161421	7.68
8161646	4.24
8162823	6.51
8164129	7.19
8166583	3.29
8167161	5.65
8168735	3.18
8169638	5.55
8170230	4.29
8171881	3.03
8172270	9.52
8173164	5.27
8173522	4.66
8173627	7.46
8174494	3.05
8176469	6.01
8176779	5.38
8176947	4.24
8177116	5.33
8177118	4.9
8177387	4.24
7981730	7.75
8139460	7.08
8140739	7.4
8101322	9
8130827	6.37
8130824	6.24
8140269	9.76
8140258	9.81
8113103	7.15
8163666	4.48
8085122	6.28
8021152	5.98
8168727	5.88
7945734	6.46
8094542	4.9
7931824	5.27
8135015	5.97
