ID_REF	VALUE
7901495	4.87
7901712	4.05
7903026	2.98
7904867	2.88
7904946	2.88
7905039	2.83
7906233	3.75
7907464	5.93
7907747	3.28
7908155	4.64
7909125	3.84
7909283	10.9
7910676	7.3
7910946	2.92
7911094	2.93
7911108	6.22
7912207	4.94
7912625	3.82
7913799	3.02
7913803	3.89
7914038	4.35
7914139	9.1
7914350	6.78
7914807	3.36
7916075	4.35
7916491	5.43
7917735	3.12
7917739	4.48
7918153	7.88
7919153	4.76
7919403	4.76
7919574	3.45
7919778	3.72
7920025	7.27
7923003	2.91
7923440	7.12
7924205	3.32
7925126	3.83
7925318	4.42
7925440	5.24
7926383	4.51
7927548	10.53
7927706	7.11
7928328	2.66
7931928	2.99
7932614	4.43
7933088	3.5
7933178	7.97
7935142	5.42
7936282	3.02
7939640	4.7
7942061	5.69
7943734	3.76
7944111	5.18
7945031	4.7
7945728	4.2
7946659	5.81
7947932	3.77
7948033	5.98
7948139	3.95
7948397	5.69
7950030	4.65
7950282	7.43
7951349	5.37
7951435	9.53
7951668	4.93
7952396	5.09
7953761	4.06
7953763	6.85
7954602	6.94
7955421	3.2
7957006	3.59
7957497	3.45
7959572	3.36
7959823	3.57
7959825	4.51
7960359	12.48
7960846	4.1
7960863	7.31
7962248	3.88
7963588	4
7964598	5.55
7964629	3.84
7964685	3.25
7964720	2.72
7965842	9.29
7966425	5.31
7967032	6.76
7968252	7.24
7968970	3.75
7970945	3.4
7971124	9.93
7971367	3.92
7971903	2.94
7972414	4.8
7972709	3.87
7974192	3.26
7974687	3.65
7976152	5.64
7977117	3.29
7978909	7.61
7979131	5.83
7980688	3.47
7981779	3.3
7982935	10.55
7983270	3.27
7983377	3.01
7983391	3.29
7984188	7.41
7986635	3.57
7987308	2.96
7988342	4.96
7988344	4.58
7988348	3.11
7988412	5.29
7990806	2.87
7992067	7.06
7992131	6.17
7992136	6.83
7992742	3.88
7992841	6.65
7995523	5.85
7999171	5.17
8000614	3.84
8001183	2.97
8001348	6.03
8002027	6.15
8003226	4.26
8003857	7.51
8003889	5.27
8005433	7.65
8005992	2.95
8006081	6.73
8007497	3.98
8007499	4.28
8007501	5.53
8007605	3.13
8009006	4.8
8010186	5.94
8010210	3.95
8012841	5.95
8015796	8.6
8016733	9.98
8020453	4.59
8021013	5.02
8021683	3.34
8022043	8.95
8022174	4.13
8023061	6.64
8023547	2.94
8023644	3.67
8023755	3.89
8027266	4.37
8027429	8.22
8027437	7.4
8028002	5.99
8029278	5.57
8030826	4.72
8035787	3.91
8035859	6.76
8036170	6
8036172	7.44
8036557	11.23
8040336	4.07
8041636	5.52
8042460	3.04
8043022	5.41
8043024	3.26
8048108	7.92
8049073	11.04
8049235	3.67
8052303	3.12
8052592	4.87
8053404	2.78
8055137	4.82
8055309	7.58
8057032	3.02
8057561	10.84
8058145	3.19
8061068	4.25
8061092	4.84
8061881	6.91
8063349	4.05
8063549	7.9
8065163	3.23
8065198	3.06
8065332	5.36
8065990	3.76
8066273	4.84
8066528	7.04
8067948	5.45
8068020	4.25
8068610	5.59
8068733	3.79
8069206	4.13
8070871	4.59
8070930	6.29
8071202	3.38
8072775	3.87
8074059	5.16
8075308	3.41
8075776	5.67
8077351	7.21
8078185	5.15
8078384	3.4
8079151	6.77
8079588	3.65
8082795	5.82
