ID_REF	VALUE
7901495	5.23
7901712	4.03
7903026	3.43
7904867	2.7
7904946	2.7
7905039	3.03
7906233	3.09
7907464	6.28
7907747	2.97
7908155	4.9
7909125	3.78
7909283	9.63
7910676	7.53
7910946	2.94
7911094	3.04
7911108	6.46
7912207	4.83
7912625	3.77
7913799	3.11
7913803	4.83
7914038	4.27
7914139	9.67
7914350	6.97
7914807	2.9
7916075	4.39
7916491	5.08
7917735	3.06
7917739	5.56
7918153	8.22
7919153	4.61
7919403	4.61
7919574	3.6
7919778	3.42
7920025	7.3
7923003	2.91
7923440	7.32
7924205	3.22
7925126	4.04
7925318	5.36
7925440	5.38
7926383	4.8
7927548	11.31
7927706	8.34
7928328	2.91
7931928	3.29
7932614	3.93
7933088	3.68
7933178	7.78
7935142	4.71
7936282	3.04
7939640	4.61
7942061	5.82
7943734	3.35
7944111	4.87
7945031	4.65
7945728	3.77
7946659	5.65
7947932	3.27
7948033	5.83
7948139	3.91
7948397	5.52
7950030	4.7
7950282	7.6
7951349	5.66
7951435	10.14
7951668	5.17
7952396	5.26
7953761	4
7953763	6.53
7954602	6.95
7955421	3.69
7957006	3.46
7957497	3.34
7959572	3.34
7959823	3.4
7959825	4.11
7960359	12.65
7960846	4.37
7960863	7.78
7962248	4.09
7963588	3.87
7964598	5.25
7964629	3.58
7964685	3.07
7964720	3.12
7965842	9.2
7966425	6.07
7967032	6.83
7968252	6.96
7968970	3.94
7970945	3.81
7971124	10.17
7971367	3.68
7971903	2.87
7972414	5.26
7972709	3.74
7974192	3.88
7974687	3.15
7976152	5.45
7977117	3.88
7978909	7.58
7979131	5.66
7980688	3.31
7981779	3.04
7982935	11.23
7983270	3.62
7983377	3
7983391	3.15
7984188	7.5
7986635	3.21
7987308	3.21
7988342	5.71
7988344	5.19
7988348	3.76
7988412	5.05
7990806	2.87
7992067	6.51
7992131	5.95
7992136	6.8
7992742	3.67
7992841	5.36
7995523	6.01
7999171	5.62
8000614	3.72
8001183	2.77
8001348	5.9
8002027	6.04
8003226	4.66
8003857	7.5
8003889	5.7
8005433	7.52
8005992	2.95
8006081	7.83
8007497	3.79
8007499	4.04
8007501	5.21
8007605	4.68
8009006	4.96
8010186	5.24
8010210	3.46
8012841	5.82
8015796	9.15
8016733	10.21
8020453	4.87
8021013	5.23
8021683	3.43
8022043	8.28
8022174	4.16
8023061	6.71
8023547	3.11
8023644	3.67
8023755	4.12
8027266	4.91
8027429	8.95
8027437	6.32
8028002	6.88
8029278	7.01
8030826	4.91
8035787	4.27
8035859	6.91
8036170	5.55
8036172	7.08
8036557	11.58
8040336	4.14
8041636	5.67
8042460	3.38
8043022	5.19
8043024	3.55
8048108	7.48
8049073	11.61
8049235	3.74
8052303	3.26
8052592	5.23
8053404	3.31
8055137	4.26
8055309	7.4
8057032	3.13
8057561	10.93
8058145	3.43
8061068	4.25
8061092	4.87
8061881	6.65
8063349	5.36
8063549	7.57
8065163	3.13
8065198	3.32
8065332	5.34
8065990	4.15
8066273	4.71
8066528	6.85
8067948	5.19
8068020	4.54
8068610	6.6
8068733	3.63
8069206	3.65
8070871	4.6
8070930	6.29
8071202	3.51
8072775	5.43
8074059	5.22
8075308	3.86
8075776	5.12
8077351	6.89
8078185	5.29
8078384	3.83
8079151	7.4
8079588	4.63
8082795	5.95
8083061	5
8085768	6.47
8086370	2.8
8086515	4.27
8088476	4.47
8090662	7.2
8091118	5.47
8091186	3.7
8091239	3.6
8093035	6.47
8093037	5.03
8094355	5.48
8094686	4.89
8094986	4.16
8095159	8.71
8095758	9.46
8096413	3.71
8096531	3.85
8097285	3.49
8097447	6.81
8097936	7.61
8098004	2.99
8098463	3.63
8099140	3.81
8099922	6.46
8100123	3.08
8100290	3.65
8100454	4.43
8101778	5.96
8103849	3.33
8104129	6.14
8104659	3.41
8105061	8.34
8105300	8.41
8105321	7.66
8108433	4.58
8109595	5.92
8109661	3.8
8112018	8.99
8112609	5.68
8112855	4.01
8114898	5.74
8115010	4.68
8115873	5.81
8116346	6.05
8119076	7.06
8119856	3.31
8121142	3.33
8121269	6.67
8121330	6.19
8121332	3.65
8121483	5.52
8123712	4.16
8124329	4.31
8124846	5.03
8125443	4.89
8125445	4.81
8126033	5.68
8126358	4.82
8126627	5.51
8127107	6.07
8127143	3.86
8127688	3.17
8127690	5.53
8130183	3.59
8131867	7.33
8132501	7.43
8134345	3.51
8135214	3.15
8137040	4.5
8137466	5.3
8138084	6.17
8139017	3.85
8140166	5.97
8140168	4.58
8140855	3.11
8142876	4.5
8145795	7.39
8146322	3.84
8146328	6.29
8146754	3.62
8147047	3.72
8148461	3.85
8150087	9.54
8151213	4.47
8152626	8.19
8152922	3.02
8154361	3.26
8154763	6.54
8155881	2.88
8156110	4.06
8156579	4.79
8156969	3.58
8157485	3.55
8157605	10.13
8157888	4.37
8158511	4.39
8158910	6.2
8161421	7.42
8161646	3.26
8162823	6.25
8164129	6.55
8166583	3.44
8167161	5.55
8168735	3.27
8169638	7.34
8170230	4.6
8171881	3
8172270	8.52
8173164	5.27
8173522	5.46
8173627	7.15
8174494	2.99
8176469	4.61
8176779	5.33
8176947	3.33
8177116	5.3
8177118	5.12
8177387	3.33
7981730	7.85
8139460	6.93
8140739	6.51
8101322	6.1
8130827	6.12
8130824	6.04
8140269	9.31
8140258	9.5
8113103	6.77
8163666	5.05
8085122	6.36
8021152	6.37
8168727	5.99
7945734	6.47
8094542	5.78
7931824	5.71
8135015	5.86
8143766	7.96
8006779	7.11
7904965	6.87
8107321	8.62
8071357	6.1
8076561	7.29
8074591	4.85
8074769	4.52
8071981	7.86
7978056	5.87
8138592	7.46
8169235	5.08
8024888	5.7
8012958	7.63
8152865	7.26
8103644	5.14
8105318	5.63
8043433	8.37
8165669	13.12
7970828	6.81
7944601	5.22
8101501	6.1
8008564	7.52
8068578	5.38
7991106	6.74
7985560	5.64
7985416	5.62
7985457	5.62
7985688	5.62
7990941	5.62
8106350	4.91
8029624	6.6
8030939	4.69
7902072	4.15
8069868	5.2
8146527	4.79
7969576	6.79
7926677	8.74
8084704	7.76
7948211	7.06
7986603	4.12
7949015	7.39
7949410	12.86
7905496	6.06
7913663	5.71
8075691	13.21
8105432	13.2
8178324	6.04
8001104	6.46
8029669	4.14
8068494	7.31
8050844	6.13
8057554	11.39
8108627	4
8144082	5.83
7956522	6.01
8113421	5.75
8114270	7
8094154	6.49
8121130	6.74
8054393	5.48
8042827	4.91
8095005	6.13
8121596	6.83
8116128	6.12
8083463	5.12
8168432	9.72
8031499	6.97
8161000	6.25
7933632	5.68
8002102	7.44
8117161	4.15
7999356	7.88
8126705	5.91
8082236	5.56
8123714	8.78
8104731	6.62
8160020	4.81
8008868	5.13
7956419	7.92
8019517	6.57
7935863	7.28
7989220	4.21
8104066	4.45
8066275	7.16
8081254	5.8
8020321	6.05
7910096	5.99
8154727	7.61
8076493	6.69
8152938	6.32
8122334	7.8
7949075	11.96
7901314	6.65
7968514	5.27
8050654	3.4
8002967	6.96
8171537	5.76
8083935	6.12
7922295	3.64
8148465	5.18
7974619	8.35
8169361	7.75
7991465	7.69
8149809	5.53
7962557	6.23
8112607	7.66
7960259	8.26
7993369	6.38
8004802	7.41
7935359	7.86
8049825	6.68
7995379	11.18
8109593	5.98
8165888	5.65
7949744	5.79
8043745	6.43
7952735	4.39
7927597	8.33
7963575	12.08
8132705	4.97
7901340	5.32
7956987	6.04
8021147	11.25
8009474	3.43
7974245	6.4
8113276	3.3
7927265	3.31
8057559	3.57
7927595	7.51
8093974	4.54
7964868	9.69
7967896	6.96
8055911	7.52
7953977	7.88
7934706	8.14
7934717	8.14
8130626	6.81
8162490	10.95
8020382	8.99
8123985	12
7979959	4.74
8055672	11.32
7979802	4.19
7935776	13.12
7980309	12.39
8088468	4.41
8007548	7.49
7943347	7.69
7937940	4.45
8048022	4.84
7958948	8.1
7975386	5.49
7975626	8.46
8135031	6.33
8001402	7.89
8147019	7.28
8001924	9.96
8026541	8.43
8005501	10.33
8164196	5.45
7940026	4.19
8167428	5.42
8060526	5.23
7896983	5.99
8164153	6.09
8098940	4.39
8106818	6.56
8034199	6.25
7969143	6.91
8065242	5.52
8105495	7.12
7976239	7.13
8067380	6.76
7914994	3.89
7904478	7.3
8071049	7.01
8071713	6.67
8145766	9.77
7991395	5.08
7977592	6.29
8176336	7.15
7925170	5.7
8142763	7.46
8083025	5.59
8002987	10.01
7985266	6.35
7993110	4.57
8116662	4.49
8031840	4.62
7990636	6.49
8128936	4.95
8144503	5.46
8085287	11.62
8003056	7.79
8099807	9.79
8163892	5.64
8148463	5.15
8132513	5.34
8113124	7.99
8159984	7.86
